QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
NIDLIJIB_00208	COG2205	441807	4.56e-59	35.685	KdpD	K+-sensing histidine kinase KdpD	T	Signal transduction mechanisms
NIDLIJIB_00209	COG0745	440508	4.18e-72	41.262	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	T	Signal transduction mechanisms
NIDLIJIB_00210	COG3045	442279	1.15e-97	69.286	CreA	Periplasmic catabolite regulation protein CreA (function unknown)	T	Signal transduction mechanisms
NIDLIJIB_00211	COG3708	442922	1.01e-27	23.529	YdeE	Predicted transcriptional regulator YdeE, contains AraC-type DNA-binding domain	K	Transcription
NIDLIJIB_00212	COG0406	440175	8.62e-66	38.095	PhoE	Broad specificity phosphatase PhoE	G	Carbohydrate transport and metabolism
NIDLIJIB_00213	COG1986	441589	9.09e-77	43.023	YjjX	Non-canonical (house-cleaning) NTP pyrophosphatase, all-alpha NTP-PPase family	F	Nucleotide transport and metabolism
NIDLIJIB_00214	COG2973	442212	4.62e-43	62.245	TrpR	Trp operon repressor	K	Transcription
NIDLIJIB_00215	COG0741	440504	9.77e-51	33.484	MltE	Soluble lytic murein transglycosylase or regulatory protein ( may contain LysM/invasin domain), , includes type III secretion system proteins IagB/IpgF/YsaH	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00216	COG0488	440254	0.0	48.113	Uup	ABC cassette proteins with duplicated ATPase domains, Uup/ABCF family	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00217	COG3172	442405	1.01e-76	40.541	NadR3	Nicotinamide riboside kinase	H	Coenzyme transport and metabolism
NIDLIJIB_00218	COG1066	440685	0.0	57.642	Sms	DNA repair protein RadA/Sms, contains AAA+ ATPase domain	L	Replication, recombination and repair
NIDLIJIB_00219	COG0560	440326	6.75e-76	46.341	SerB	Phosphoserine phosphatase	E	Amino acid transport and metabolism
NIDLIJIB_00220	COG3726	442940	1.12e-96	63.902	AhpA	Uncharacterized membrane protein Smp affecting hemolysin expression	S	Function unknown
NIDLIJIB_00221	COG0095	439865	1.42e-98	43.478	LplA	Lipoate-protein ligase A	H	Coenzyme transport and metabolism
NIDLIJIB_00223	COG0813	440575	4.13e-169	66.102	DeoD	Purine-nucleoside phosphorylase	F	Nucleotide transport and metabolism
NIDLIJIB_00224	COG1015	440639	0.0	57.002	DeoB	Phosphopentomutase	G	Carbohydrate transport and metabolism
NIDLIJIB_00225	COG0213	439983	0.0	54.713	DeoA	Thymidine phosphorylase	F	Nucleotide transport and metabolism
NIDLIJIB_00226	COG0274	440043	3.17e-86	39.815	DeoC	Deoxyribose-phosphate aldolase	F	Nucleotide transport and metabolism
NIDLIJIB_00228	COG1180	440793	2.66e-52	32.62	PflA	Pyruvate-formate lyase-activating enzyme	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00229	COG0084	439854	1.66e-120	44.488	TatD	3'->5' ssDNA/RNA exonuclease TatD	N	Cell motility
NIDLIJIB_00230	COG4667	443704	2.09e-130	40.767	YjjU	Predicted phospholipase, patatin/cPLA2 family	I	Lipid transport and metabolism
NIDLIJIB_00231	COG5487	444238	3.79e-05	63.462	YtjA	Uncharacterized membrane protein YtjA, UPF0391 family	S	Function unknown
NIDLIJIB_00232	COG2823	442071	1.58e-40	40.994	OsmY	Phospholipid-binding membrane integrity protein DolP/YraP/OsmY, contains BON domain	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00233	COG4108	443284	0.0	64.829	PrfC	Peptide chain release factor RF-3	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00234	COG1011	440635	7.14e-61	36.161	YigB	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	H	Coenzyme transport and metabolism
NIDLIJIB_00235	COG0456	440224	1.15e-29	46.512	RimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00236	COG3050	442284	5.66e-80	68.382	HolD	DNA polymerase III, psi subunit	L	Replication, recombination and repair
NIDLIJIB_00237	COG2813	442062	4.71e-80	48.936	RsmC	16S rRNA G1207 or 23S rRNA G1835 methylase RsmC/RlmG	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00238	COG1674	441280	0.0	58.511	FtsK	DNA segregation ATPase FtsK/SpoIIIE or related protein	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_00239	COG2834	442082	3.97e-62	31.776	LolA	Periplasmic chaperone for outer membrane lipoprotein sorting	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00240	COG2256	441857	0.0	57.24	RarA	Replication-associated recombination protein RarA (DNA-dependent ATPase)	L	Replication, recombination and repair
NIDLIJIB_00241	COG0172	439942	0.0	64.186	SerS	Seryl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00242	COG0243	440013	0.0	35.825	BisC	Anaerobic selenocysteine-containing dehydrogenase	C	Energy production and conversion
NIDLIJIB_00243	COG0437	440206	2.38e-79	42.932	HybA	Fe-S-cluster-containing dehydrogenase component (DMSO reductase)	C	Energy production and conversion
NIDLIJIB_00244	COG3302	442531	2.01e-71	43.929	DmsC	DMSO reductase anchor subunit DmsC	C	Energy production and conversion
NIDLIJIB_00245	COG1335	440946	1.63e-31	25.146	PncA	Nicotinamidase-related amidase	H	Coenzyme transport and metabolism
NIDLIJIB_00246	COG2814	442063	3.7e-29	25.545	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
NIDLIJIB_00247	COG0531	440297	2.76e-37	20.632	PotE	Serine and glutamate transporter AimA/YbeC, amino acid:H+ symporter family	E	Amino acid transport and metabolism
NIDLIJIB_00248	COG0583	440348	5.9e-57	30.241	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NIDLIJIB_00249	COG2249	441850	1.32e-52	32.323	MdaB	Putative NADPH-quinone reductase (modulator of drug activity B)	R	General function prediction only
NIDLIJIB_00250	COG1180	440793	1.76e-102	40.486	PflA	Pyruvate-formate lyase-activating enzyme	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00251	COG1882	441486	0.0	47.864	PflD	Pyruvate-formate lyase	C	Energy production and conversion
NIDLIJIB_00252	COG2116	441719	2.21e-98	46.043	FocA	Formate/nitrite transporter FocA, FNT family	P	Inorganic ion transport and metabolism
NIDLIJIB_00253	COG1944	441547	3.61e-28	25.5	YcaO	Peptide backbone phosphorylating domain YcaO, involved in protein thioamidation and methylthiolation	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00254	COG2323	441897	2.79e-56	35.366	YcaP	Uncharacterized membrane protein YcaP, DUF421 family	S	Function unknown
NIDLIJIB_00255	COG1932	441535	0.0	61.944	SerC	Phosphoserine aminotransferase	H	Coenzyme transport and metabolism
NIDLIJIB_00256	COG0128	439898	0.0	47.765	AroA	5-enolpyruvylshikimate-3-phosphate synthase	E	Amino acid transport and metabolism
NIDLIJIB_00257	COG4784	443814	3.42e-19	23.134		Putative Zn-dependent protease	R	General function prediction only
NIDLIJIB_00258	COG0283	440052	2.69e-131	60.455	Cmk	Cytidylate kinase	F	Nucleotide transport and metabolism
NIDLIJIB_00259	COG0539	440305	0.0	62.286	RpsA	Ribosomal protein S1	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00260	COG0776	440539	8.85e-46	52.747	HupA	DNA-binding chromatin protein HU or IHF, alpha or beta variants	B	Chromatin structure and dynamics
NIDLIJIB_00261	COG2333	441904	1.61e-81	32.157	ComEC	DNA uptake channel protein ComEC C-terminal domain, metallo-beta-lactamase superfamily	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_00262	COG1132	440747	0.0	41.941	MdlB	ABC-type multidrug and LPS transport system, ATPase and permease component MsbA	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00263	COG1663	441269	1.73e-165	47.851	LpxK	Tetraacyldisaccharide-1-P 4'-kinase (Lipid A 4'-kinase)	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00264	COG3214	442447	0.0	43.382	YcaQ	DNA glycosylase YcaQ, repair of DNA interstrand crosslinks	L	Replication, recombination and repair
NIDLIJIB_00265	COG2835	442083	2.64e-28	60.0	Trm112	RNA methyltransferase activator Trm112/YbaR	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00266	COG1212	440825	1.8e-154	59.919	KdsB	CMP-2-keto-3-deoxyoctulosonic acid synthetase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00268	COG1434	441043	6.31e-52	34.848	ElyC	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00269	COG2227	441829	1.06e-33	32.773	UbiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	H	Coenzyme transport and metabolism
NIDLIJIB_00270	COG3006	442243	0.0	80.682	MukF	Chromosome condensin MukBEF, kleisin-like MukF subunit	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_00271	COG3095	442329	2.62e-172	81.545	MukE	Chromosome condensin MukBEF, MukE localization factor	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_00272	COG3096	442330	0.0	76.054	MukB	Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_00273	COG2989	442228	0.0	40.636	YcbB	Murein L,D-transpeptidase YcbB/YkuD	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00274	COG3108	442342	1.34e-67	57.265	YcbK	Metallopeptidase MepK/YcbK, cleaves mDAP crosslinks in peptidoglycan, peptidase M15/DUF882 family	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00275	COG0491	440257	2.42e-62	39.815	GloB	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	R	General function prediction only
NIDLIJIB_00276	COG1448	441057	0.0	61.111	TyrB	Aspartate/aromatic aminotransferase	E	Amino acid transport and metabolism
NIDLIJIB_00277	COG3203	442436	1.11e-66	28.493	OmpC	Outer membrane porin OmpC/OmpF/PhoE	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00278	COG0017	439788	0.0	54.095	AsnS	Aspartyl/asparaginyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00279	COG1488	441097	1.08e-35	25.622	PncB	Nicotinic acid phosphoribosyltransferase	H	Coenzyme transport and metabolism
NIDLIJIB_00280	COG0308	440077	0.0	35.736	PepN	Aminopeptidase N, contains DUF3458 domain	E	Amino acid transport and metabolism
NIDLIJIB_00281	COG1116	440733	1.09e-105	45.635	TauB	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	P	Inorganic ion transport and metabolism
NIDLIJIB_00282	COG0600	440365	4.65e-76	47.012	TauC	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	P	Inorganic ion transport and metabolism
NIDLIJIB_00283	COG2141	441744	2.7e-67	33.129	SsuD	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	H	Coenzyme transport and metabolism
NIDLIJIB_00284	COG0715	440479	1.12e-69	33.667	TauA	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	P	Inorganic ion transport and metabolism
NIDLIJIB_00285	COG0431	440200	3.59e-34	30.822	SsuE	NAD(P)H-dependent FMN reductase	C	Energy production and conversion
NIDLIJIB_00286	COG3539	442760	2.51e-33	34.254	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NIDLIJIB_00287	COG3121	442355	2.9e-75	40.426	FimC	P pilus assembly protein, chaperone PapD	W	Extracellular structures
NIDLIJIB_00288	COG3188	442421	0.0	42.722	FimD	Outer membrane usher protein FimD/PapC	N	Cell motility
NIDLIJIB_00289	COG3539	442760	1.62e-17	22.561	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NIDLIJIB_00290	COG3539	442760	8.4e-35	30.22	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NIDLIJIB_00291	COG3539	442760	3.28e-42	34.302	FimA	Pilin (type 1 fimbrial protein)	N	Cell motility
NIDLIJIB_00292	COG3121	442355	7.9e-55	31.535	FimC	P pilus assembly protein, chaperone PapD	W	Extracellular structures
NIDLIJIB_00293	COG0167	439937	6.64e-115	42.905	PyrD	Dihydroorotate dehydrogenase	F	Nucleotide transport and metabolism
NIDLIJIB_00295	COG3217	442450	5.73e-113	42.164	YcbX	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain	F	Nucleotide transport and metabolism
NIDLIJIB_00296	COG0116	439886	9.64e-166	46.092	RlmL	RNA guanine methylase, includes 23S rRNA G2445 N2-methylase RlmL and tRNA-G6 N2-methylase Trm14	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00297	COG0488	440254	0.0	45.905	Uup	ABC cassette proteins with duplicated ATPase domains, Uup/ABCF family	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00298	COG2995	442234	5.18e-92	48.058	PqiA	Intermembrane transporter PqiABC subunit PqiA	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00299	COG3008	442245	0.0	46.789	PqiB	Intermembrane transporter PqiABC subunit PqiB	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00300	COG3009	442246	4.74e-67	38.021	PqiC	Intermembrane transporter PqiABC lipoprotein subunit PqiC	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00301	COG3130	442364	2.49e-27	76.471	Rmf	Ribosome modulation factor	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00302	COG0764	440527	3.21e-44	39.041	FabA	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	I	Lipid transport and metabolism
NIDLIJIB_00303	COG1067	440686	1.21e-162	38.53	LonB	Predicted ATP-dependent protease	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00304	COG3120	442354	1.34e-101	82.55	MatP	Macrodomain Ter protein organizer, MatP/YcbG family	L	Replication, recombination and repair
NIDLIJIB_00305	COG2885	442131	3.28e-39	27.178	OmpA	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00306	COG5404	444163	4.23e-52	48.052	SulA	Cell division inhibitor SulA, prevents FtsZ ring assembly	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_00307	COG3070	442304	3.02e-38	39.823	TfoX	Transcriptional regulator of competence genes, TfoX/Sxy family	K	Transcription
NIDLIJIB_00308	COG1289	440900	1.61e-73	40.143	AaeB	Aromatic carboxylic acid efflux pump AaeB or related transporter, AaeB/MdtO/YccS family	R	General function prediction only
NIDLIJIB_00309	COG3304	442533	2.9e-50	42.857	YccF	Uncharacterized membrane protein YccF, DUF307 family	S	Function unknown
NIDLIJIB_00310	COG0210	439980	9.29e-65	23.851	UvrD	Superfamily I DNA or RNA helicase	L	Replication, recombination and repair
NIDLIJIB_00311	COG1803	441408	1.58e-76	58.197	MgsA	Methylglyoxal synthase	G	Carbohydrate transport and metabolism
NIDLIJIB_00312	COG3110	442344	4.65e-92	45.161	CsgI	Curli synthesis inhibitor CsgI, YccT/UPF0319 family	W	Extracellular structures
NIDLIJIB_00313	COG1832	441437	1.2e-77	56.934	YccU	Predicted CoA-binding protein	R	General function prediction only
NIDLIJIB_00314	COG3785	442999	1.64e-53	44.231	HspQ	Heat shock protein HspQ	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00315	COG1092	440709	0.0	48.072	RlmK	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00316	COG1254	440866	8.8e-45	54.444	AcyP	Acylphosphatase	C	Energy production and conversion
NIDLIJIB_00317	COG2920	442164	4.41e-66	60.55	DsrC	tRNA U34 sulfur transfer complex TusBCD TusE component, DsrC family	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_00318	COG0670	440434	2.68e-59	41.629	YbhL	Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family	P	Inorganic ion transport and metabolism
NIDLIJIB_00320	COG1740	441346	0.0	57.186	HyaA	Ni,Fe-hydrogenase I small subunit	C	Energy production and conversion
NIDLIJIB_00321	COG0374	440143	0.0	55.0	HyaB	Ni,Fe-hydrogenase I large subunit	C	Energy production and conversion
NIDLIJIB_00322	COG1969	441572	2.99e-107	55.507	HyaC	Ni,Fe-hydrogenase I cytochrome b subunit	C	Energy production and conversion
NIDLIJIB_00323	COG0680	440444	2.47e-49	44.604	HyaD	Ni,Fe-hydrogenase maturation factor	C	Energy production and conversion
NIDLIJIB_00324	COG3118	442352	0.00071	20.588	CnoX	Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00326	COG1271	440882	0.0	45.759	AppC	Cytochrome bd-type quinol oxidase, subunit 1	C	Energy production and conversion
NIDLIJIB_00327	COG1294	440905	2.47e-129	44.475	AppB	Cytochrome bd-type quinol oxidase, subunit 2	C	Energy production and conversion
NIDLIJIB_00330	COG3206	442439	3.75e-94	22.136	GumC	Tyrosine-protein kinase Wzc involved in exopolysaccharide export, GumC/Wzc1 domain	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00331	COG0394	440163	4.08e-43	35.172	Wzb	Protein-tyrosine-phosphatase	T	Signal transduction mechanisms
NIDLIJIB_00332	COG1596	441204	1.01e-67	44.571	Wza	Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_00337	COG1278	440889	5.02e-19	46.875	CspC	Cold shock protein, CspA family	K	Transcription
NIDLIJIB_00338	COG1278	440889	7.38e-36	67.692	CspC	Cold shock protein, CspA family	K	Transcription
NIDLIJIB_00340	COG0348	440117	1.86e-55	30.627	NapH	Polyferredoxin NapH	C	Energy production and conversion
NIDLIJIB_00341	COG0642	440407	5.86e-70	32.508	BaeS	Signal transduction histidine kinase	T	Signal transduction mechanisms
NIDLIJIB_00342	COG1879	441483	5.68e-51	23.549	RbsB	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	G	Carbohydrate transport and metabolism
NIDLIJIB_00343	COG0745	440508	1.85e-63	39.631	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	T	Signal transduction mechanisms
NIDLIJIB_00344	COG3005	442242	2.22e-74	42.775	NapC	Tetraheme cytochrome c subunit NapC of nitrate or TMAO reductase	C	Energy production and conversion
NIDLIJIB_00345	COG0243	440013	0.0	30.497	BisC	Anaerobic selenocysteine-containing dehydrogenase	C	Energy production and conversion
NIDLIJIB_00346	COG3381	442608	2.59e-33	28.922	TorD	Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00348	COG0484	440252	1.79e-30	53.846	DnaJ	DnaJ molecular chaperone, contains DnaJ and DnaJ_C  domains	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_00352	COG0655	440420	1.05e-50	37.0	WrbA	Multimeric flavodoxin WrbA, includes NAD(P)H:quinone oxidoreductase	C	Energy production and conversion
NIDLIJIB_00353	COG3729	442943	6.38e-14	73.684	GsiB	General stress protein YciG, contains tandem KGG domains	R	General function prediction only
NIDLIJIB_00354	COG2233	441834	1.14e-130	43.107	UraA	Xanthine/uracil permease	F	Nucleotide transport and metabolism
NIDLIJIB_00355	COG1853	441458	1.68e-50	30.0	RutF	FMN reductase RutF, DIM6/NTAB family	C	Energy production and conversion
NIDLIJIB_00356	COG0778	440541	3.12e-40	29.891	NfnB	Nitroreductase	C	Energy production and conversion
NIDLIJIB_00357	COG0596	440361	2.49e-35	28.151	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	H	Coenzyme transport and metabolism
NIDLIJIB_00358	COG0251	440021	2.95e-36	37.008	RidA	Enamine deaminase RidA/Endoribonuclease Rid7C, YjgF/YER057c/UK114 family	V	Defense mechanisms
